well,well found,parameter,parameter found,found under data source,found as measurement,record date,record value,timestamp match,value match,record value in hts
314025,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1995-10-02 00:00:00,13.0,False,,
314025,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1997-04-01 00:00:00,16.6,False,,
314025,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1999-03-22 00:00:00,16.5,False,,
314025,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],2005-06-15 00:00:00,17.4,False,,
314025,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],2006-12-06 00:00:00,15.0,False,,
314025,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],2007-07-31 00:00:00,14.14,False,,
314030,False,Temp,,,,1980-11-24 00:00:00,13.4,,,
316037,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1995-05-02 00:00:00,14.0,False,,
316037,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1995-10-03 00:00:00,14.0,False,,
316037,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],1999-03-23 00:00:00,16.5,False,,
316037,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],2005-06-16 00:00:00,18.4,False,,
316037,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],2006-12-06 00:00:00,14.3,False,,
316037,True,Temp,True,Temperature (HRC),Item2 [Temperature (HRC)],2007-07-31 00:00:00,13.85,False,,
322011,False,Temp,,,,1975-12-23 00:00:00,14.0,,,
322022,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1994-02-28 00:00:00,15.0,False,,
322022,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1994-05-23 00:00:00,15.0,False,,
322022,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1994-08-08 00:00:00,14.5,False,,
322022,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1995-05-02 00:00:00,15.0,False,,
322022,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],1995-10-03 00:00:00,13.0,False,,
322102,True,Temp,False,,,1979-12-04 00:00:00,15.2,,,
323001,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-17 00:00:00,13.8,False,,
323005,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-30 00:00:00,16.3,False,,
323006,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-30 00:00:00,15.3,False,,
323007,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-23 00:00:00,14.8,False,,
323007,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-12-05 00:00:00,14.6,False,,
323017,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-01 00:00:00,18.2,False,,
323019,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-01 00:00:00,13.9,False,,
323021,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-05 00:00:00,15.2,False,,
323025,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-16 00:00:00,12.1,False,,
323027,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-31 00:00:00,13.5,False,,
323029,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-30 00:00:00,14.6,False,,
323031,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-31 00:00:00,16.5,False,,
323045,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-13 00:00:00,15.2,False,,
323051,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-01 00:00:00,13.3,False,,
323055,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-05 00:00:00,17.4,False,,
323062,False,Temp,,,,1979-12-04 00:00:00,13.9,,,
323064,False,Temp,,,,1979-12-04 00:00:00,13.2,,,
323069,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-01 00:00:00,17.1,False,,
323071,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-31 00:00:00,13.3,False,,
323073,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-30 00:00:00,15.6,False,,
323075,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-05 00:00:00,18.2,False,,
323085,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-07 00:00:00,18.0,False,,
323087,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-16 00:00:00,15.3,False,,
323092,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-03-30 00:00:00,14.1,False,,
323102,False,Temp,,,,1979-12-04 00:00:00,15.2,,,
323108,False,Temp,,,,1979-12-04 00:00:00,13.9,,,
323160,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-01 00:00:00,17.1,False,,
323166,False,Temp,,,,1979-12-05 00:00:00,14.1,,,
323178,False,Temp,,,,1975-10-01 00:00:00,14.0,,,
323192,False,Temp,,,,1979-12-04 00:00:00,14.3,,,
323204,False,Temp,,,,1979-12-05 00:00:00,12.6,,,
323256,False,Temp,,,,1975-01-16 00:00:00,16.2,,,
324011,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-15 00:00:00,13.0,False,,
324013,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-13 00:00:00,15.7,False,,
324035,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-11 00:00:00,15.9,False,,
324041,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-05-17 00:00:00,13.6,False,,
324047,True,Temp,True,Field Temperature (HRC),Item2 [Field Temperature (HRC)],2006-04-11 00:00:00,16.2,False,,
