DataFile,BaseURL,Site,Measurement,RequestAs,StartDate,URL
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Otairi,Flow,Flow [Flow],"om:phenomenonTime,2014-01-01T12:15:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Otairi&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C2014-01-01T12%3A15%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Otairi,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2005-02-24T15:30:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Otairi&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2005-02-24T15%3A30%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Otairi,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2005-02-24T15:30:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Otairi&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2005-02-24T15%3A30%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Otairi,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,2014-01-31T22:45:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Otairi&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C2014-01-31T22%3A45%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Otairi,RL Section,RL Section,,https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Otairi&ObservedProperty=RL%20Section
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Ruanui,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2005-01-27T16:54:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Ruanui&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2005-01-27T16%3A54%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Ruanui,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2005-01-27T16:54:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Ruanui&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2005-01-27T16%3A54%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Ruanui,RL Section,RL Section,,https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Ruanui&ObservedProperty=RL%20Section
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at SH3,Stage,Stage,"om:phenomenonTime,1937-01-01T12:00:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20SH3&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C1937-01-01T12%3A00%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at SH3,Flow,Flow [Flow],"om:phenomenonTime,1977-02-02T18:00:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20SH3&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C1977-02-02T18%3A00%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at SH3,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,1977-03-05T04:30:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20SH3&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C1977-03-05T04%3A30%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at SH3,RL Section,RL Section,,https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20SH3&ObservedProperty=RL%20Section
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Tainui,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1996-02-04T06:30:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Tainui&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1996-02-04T06%3A30%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Tainui,RL Section,RL Section,,https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Tainui&ObservedProperty=RL%20Section
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Waipu,Stage,Stage,"om:phenomenonTime,2022-11-10T10:55:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Waipu&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C2022-11-10T10%3A55%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Waipu,Flow,Flow [Flow],"om:phenomenonTime,2022-11-10T10:55:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Waipu&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C2022-11-10T10%3A55%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Waipu,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,2022-12-23T16:00:00",https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Waipu&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C2022-12-23T16%3A00%3A00
Turakina,https://flood.horizons.govt.nz/Turakina.hts,Turakina at Waipu,RL Section,RL Section,,https://flood.horizons.govt.nz/Turakina.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Turakina%20at%20Waipu&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Lismore Forest Climate Station,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2009-10-12T15:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Lismore%20Forest%20Climate%20Station&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2009-10-12T15%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Lismore Forest Climate Station,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Lismore%20Forest%20Climate%20Station&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Makara at Metal Pit,Stage,Stage,"om:phenomenonTime,2013-10-10T15:50:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Makara%20at%20Metal%20Pit&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C2013-10-10T15%3A50%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Makara at Metal Pit,Flow,Flow [Flow],"om:phenomenonTime,2013-10-10T15:50:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Makara%20at%20Metal%20Pit&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C2013-10-10T15%3A50%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Makara at Metal Pit,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,2013-12-07T09:20:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Makara%20at%20Metal%20Pit&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C2013-12-07T09%3A20%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Makara at Metal Pit,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Makara%20at%20Metal%20Pit&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Makaranui Catchment at Raetihi,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1996-01-02T08:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Makaranui%20Catchment%20at%20Raetihi&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1996-01-02T08%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Makaranui Catchment at Raetihi,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Makaranui%20Catchment%20at%20Raetihi&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Makotuku at Raetihi,Stage,Stage,"om:phenomenonTime,1974-10-31T12:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Makotuku%20at%20Raetihi&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C1974-10-31T12%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Makotuku at Raetihi,Flow,Flow [Flow],"om:phenomenonTime,1974-10-31T12:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Makotuku%20at%20Raetihi&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C1974-10-31T12%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Makotuku at Raetihi,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,1974-11-30T22:30:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Makotuku%20at%20Raetihi&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C1974-11-30T22%3A30%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Makotuku at Raetihi,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Makotuku%20at%20Raetihi&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangaetoroa at Scarrows,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1968-06-01T09:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangaetoroa%20at%20Scarrows&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1968-06-01T09%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangaetoroa at Scarrows,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1968-06-01T09:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangaetoroa%20at%20Scarrows&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1968-06-01T09%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangaetoroa at Scarrows,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangaetoroa%20at%20Scarrows&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangaetoroa at School,Stage,Stage,"om:phenomenonTime,1968-12-30T10:50:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangaetoroa%20at%20School&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C1968-12-30T10%3A50%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangaetoroa at School,Flow,Flow [Flow],"om:phenomenonTime,1968-12-30T10:50:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangaetoroa%20at%20School&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C1968-12-30T10%3A50%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangaetoroa at School,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,1969-01-29T21:20:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangaetoroa%20at%20School&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C1969-01-29T21%3A20%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangaetoroa at School,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangaetoroa%20at%20School&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Aberfeldy,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2004-12-07T11:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Aberfeldy&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2004-12-07T11%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Aberfeldy,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2004-12-07T11:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Aberfeldy&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2004-12-07T11%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Aberfeldy,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Aberfeldy&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Bangonie,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2004-12-07T14:24:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Bangonie&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2004-12-07T14%3A24%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Bangonie,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2004-12-07T14:24:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Bangonie&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2004-12-07T14%3A24%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Bangonie,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Bangonie&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Burns St,Stage,Stage,"om:phenomenonTime,1975-04-15T11:25:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Burns%20St&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C1975-04-15T11%3A25%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Burns St,Flow,Flow [Flow],"om:phenomenonTime,1975-04-15T11:25:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Burns%20St&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C1975-04-15T11%3A25%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Burns St,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,1975-06-01T00:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Burns%20St&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C1975-06-01T00%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Burns St,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Burns%20St&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Hagleys,Stage,Stage,"om:phenomenonTime,1999-04-08T14:30:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Hagleys&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C1999-04-08T14%3A30%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Hagleys,Flow,Flow [Flow],"om:phenomenonTime,1999-04-08T14:30:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Hagleys&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C1999-04-08T14%3A30%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Hagleys,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,1999-06-01T00:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Hagleys&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C1999-06-01T00%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Hagleys,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Hagleys&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Kakatahi,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1996-02-02T08:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Kakatahi&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1996-02-02T08%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Kakatahi,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Kakatahi&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Ohakune Junction,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,1996-09-02T09:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Ohakune%20Junction&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C1996-09-02T09%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Ohakune Junction,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Ohakune%20Junction&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Ore Ore,Stage,Stage,"om:phenomenonTime,1962-05-07T00:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Ore%20Ore&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C1962-05-07T00%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Ore Ore,Flow,Flow [Flow],"om:phenomenonTime,1962-05-07T00:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Ore%20Ore&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C1962-05-07T00%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Ore Ore,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,1962-07-01T00:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Ore%20Ore&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C1962-07-01T00%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Ore Ore,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Ore%20Ore&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Pakihi Rd Bridge,Stage,Stage,"om:phenomenonTime,2006-03-28T16:45:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Pakihi%20Rd%20Bridge&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C2006-03-28T16%3A45%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Pakihi Rd Bridge,Flow,Flow [Flow],"om:phenomenonTime,2006-03-28T16:45:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Pakihi%20Rd%20Bridge&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C2006-03-28T16%3A45%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Pakihi Rd Bridge,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,2006-05-01T00:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Pakihi%20Rd%20Bridge&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C2006-05-01T00%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Pakihi Rd Bridge,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Pakihi%20Rd%20Bridge&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Raupiu Road,Stage,Stage,"om:phenomenonTime,2004-02-16T12:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Raupiu%20Road&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C2004-02-16T12%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Raupiu Road,Flow,Flow [Flow],"om:phenomenonTime,2004-02-16T12:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Raupiu%20Road&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C2004-02-16T12%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Raupiu Road,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2004-12-07T17:54:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Raupiu%20Road&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2004-12-07T17%3A54%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Raupiu Road,Rainfall,Rainfall [Rainfall],"om:phenomenonTime,2004-12-07T17:54:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Raupiu%20Road&ObservedProperty=Rainfall%20%5BRainfall%5D&TemporalFilter=om%3AphenomenonTime%2C2004-12-07T17%3A54%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Raupiu Road,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,2005-06-01T00:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Raupiu%20Road&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C2005-06-01T00%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Mangawhero at Raupiu Road,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Mangawhero%20at%20Raupiu%20Road&ObservedProperty=RL%20Section
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Tokiahuru at Junction,Stage,Stage,"om:phenomenonTime,1979-08-13T12:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tokiahuru%20at%20Junction&ObservedProperty=Stage&TemporalFilter=om%3AphenomenonTime%2C1979-08-13T12%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Tokiahuru at Junction,Flow,Flow [Flow],"om:phenomenonTime,1979-08-13T12:00:00",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tokiahuru%20at%20Junction&ObservedProperty=Flow%20%5BFlow%5D&TemporalFilter=om%3AphenomenonTime%2C1979-08-13T12%3A00%3A00
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Tokiahuru at Junction,30.44 Days Maxima,30.44 Days Maxima,"om:phenomenonTime,1979-09-24T08:56:41",https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tokiahuru%20at%20Junction&ObservedProperty=30.44%20Days%20Maxima&TemporalFilter=om%3AphenomenonTime%2C1979-09-24T08%3A56%3A41
Whangaehu,https://flood.horizons.govt.nz/Whangaehu.hts,Tokiahuru at Junction,RL Section,RL Section,,https://flood.horizons.govt.nz/Whangaehu.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=Tokiahuru%20at%20Junction&ObservedProperty=RL%20Section
