DataFile,BaseURL,Site,Measurement,RequestAs,StartDate,URL
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,303,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=303&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,306,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=306&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,31,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=31&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,310,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=310&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,317,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=317&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,32,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=32&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,322,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=322&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,33,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=33&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,330,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=330&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,333,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=333&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,337,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=337&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,34,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=34&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,347,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=347&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,35,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=35&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,350,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=350&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,354,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=354&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,36,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=36&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,363,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=363&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,365,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=365&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,368,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=368&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,37,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=37&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,376,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=376&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,38,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=38&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,381,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=381&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,39,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=39&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,390,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=390&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,395,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=395&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,40,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=40&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,406,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=406&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,41,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=41&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,419,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=419&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,42,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=42&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,425,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=425&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,43,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=43&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,435,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=435&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,44,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=44&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,444,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=444&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,45,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=45&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,46,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=46&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,462,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=462&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,466,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=466&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,47,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=47&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,471,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=471&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,48,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=48&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,481,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=481&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,486,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=486&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,49,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=49&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,497,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=497&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,50,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=50&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,503,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=503&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,51,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=51&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,514,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=514&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,515,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=515&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,518,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=518&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,52,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=52&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,522,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=522&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,525,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=525&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,53,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=53&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,533,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=533&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,536,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=536&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,539,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=539&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,54,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=54&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,543,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=543&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,55,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=55&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,550,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=550&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,554,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=554&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,557,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=557&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,56,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=56&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,565,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=565&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,569,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=569&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,57,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=57&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,573,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=573&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,579,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=579&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,58,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=58&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,583,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=583&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,588,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=588&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,59,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=59&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,591,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=591&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,60,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=60&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,600,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=600&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,604,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=604&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,61,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=61&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,612,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=612&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,615,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=615&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,619,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=619&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,62,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=62&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,622,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=622&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,63,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=63&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,631 - new alignment,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=631%20-%20new%20alignment&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,638,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=638&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,643,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=643&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,648,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=648&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,652,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=652&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,661,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=661&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,666,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=666&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,676,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=676&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,681,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=681&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,690,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=690&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,695,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=695&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,699,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=699&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,707,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=707&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,713,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=713&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,749,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=749&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,752,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=752&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,755,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=755&ObservedProperty=RL%20Section
LowerManawatuCrossSection,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts,759,RL Section,RL Section,,https://flood.horizons.govt.nz/LowerManawatuCrossSection.hts?Request=GetObservation&Service=SOS&FeatureOfInterest=759&ObservedProperty=RL%20Section
